Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Hindi nakapagtapos ng Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Hindi nakapagtapos ng Elementarya,May Trabaho,0,0,0,0,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Elementarya,Walang Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Babae,25-34,Elementarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Elementarya,Walang Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Elementarya,Walang Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Babae,25-34,Elementarya,Walang Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Babae,25-34,Elementarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Elementarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Elementarya,May Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Babae,25-34,Elementarya,May Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Elementarya,May Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Babae,25-34,Elementarya,May Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Elementarya,May Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Babae,25-34,Elementarya,May Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Babae,25-34,Elementarya,May Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Babae,25-34,Elementarya,May Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Babae,25-34,Elementarya,May Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Elementarya,May Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Elementarya,May Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Babae,25-34,Elementarya,May Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Elementarya,May Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Babae,25-34,Elementarya,May Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Elementarya,May Trabaho,0,0,0,0,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,1,0,1,0,0,0,0,0,1,0,Disaster Management
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,1,0,0,0,0,0,1,0,Environmental Stewardship
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,1,1,0,0,0,Gender Development
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,0,0,0,0,0,1,Literacy
Babae,25-34,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,0,0,0,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Sekundarya,Walang Trabaho,1,0,0,0,0,0,0,0,0,0,Literacy
Babae,25-34,Sekundarya,Walang Trabaho,0,1,0,0,0,0,0,0,0,0,Socio-economic
Babae,25-34,Sekundarya,Walang Trabaho,0,0,1,0,0,0,0,0,0,0,Environmental Stewardship
Babae,25-34,Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness
Babae,25-34,Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness
Babae,25-34,Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement
Babae,25-34,Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation
